article,candidate,score,publishedAt
hit promise mass deportation candidate break battleground state presidential candidate typically focus much travel battleground state wednesday taking message somewhat unlikely place suburban new york,Donald Trump,-0.1027,2024-09-18T11:08:51Z
today lucky day cnn conservative put spot mark robinson scandal cnns scott jennings drew unenviable assignment providing conservative defense embattled north carolina gubernatorial candidate mark robinson report emerged shocking comment made year ago smutty online forumthe trum,Donald Trump,-0.0258,2024-09-20T10:54:43Z
vance done time medium historically reclusive harriswalz ticket running mate senator jd vance done time medium democratic counterpart post vance done time medium historically reclusive harriswalz ticket first appeared,Donald Trump,0.0,2024-09-19T13:45:03Z
say israel eradicated loses told largely jewish audience new york thursday israel wiped face doesnt win november abc news reportshe pointed wa leading poll among jewish voter democ,Donald Trump,-0.3182,2024-09-20T01:34:13Z
teamster skip presidential endorsement member poll pick polling membership finding majority support reelection former president international brotherhood teamster ha chosen skip endorsement election cycle,Donald Trump,0.3182,2024-09-18T21:41:39Z
georgia ready vote female president month ago wa looking like georgia locked upbrbrnow race georgia play democrat state ha never elected female governor female u senatorbrbr fa,Donald Trump,0.3612,2024-09-20T21:06:37Z
texas jury clear train surrounding bidenharris bus guardian guardian texas jury clear train surrounding bidenharris bus onboard bus alleged terrorised minute calling also yield help federal jury texas monday cleared gr,Donald Trump,0.3818,2024-09-23T22:45:02Z
republican national security leader endorse vice president reaganbushmccainromneyreagan bush reaganbushmccainromney reagan bush republican national security leader endorse vice president trusted support defend constitution united state enemy foreign domestic,Donald Trump,0.5719,2024-09-18T14:20:00Z
taking brief break campaigning battleground state meg kinnard presidential candidate typically focus much travel battleground state wednesday taking message somewhat unlikely place suburban new york republican presidential nominee former president,Donald Trump,-0.4019,2024-09-18T11:08:51Z
democrat privately worry teamster nonendorsement warning sign politico politico democrat privately worry teamster nonendorsement warning sign still ha work win older white workingclass voter make large portion electorate rust belt philadelphia eight year,Donald Trump,-0.6486,2024-09-20T19:55:05Z
undecided voter explain havent picked side election domenico montanaronpr domenico montanaro npr undecided voter explain havent picked side election people decided going vote former president well known polarizing people either love hate,Donald Trump,-0.2263,2024-09-19T20:25:00Z
speaks publicly first time since gunman arrest blame biden rhetoric ha spoken publicly first time since latest attempt life sunday calling much better result wa shot july,Donald Trump,-0.5859,2024-09-17T05:51:52Z
total outrage dem sen blumenthal blast bidenharris admin stonewalling assassination probe democratic sen richard blumenthal conn tuesday slammed bidenharris administration effectively stonewalling congressional effort investigate assassination attempt republican nominee post total outrage dem sen,Donald Trump,-0.802,2024-09-17T21:45:28Z
surrogate sen coon dodge question ducking interview vice president say yes let another presidential debate said agree nationally televised debate one way answer question post surrogate sen coon dodge question,Donald Trump,0.0,2024-09-24T19:00:30Z
bidens billion investment hbcus mean close election day appealing black voter close presidential race bidenharris administration former president touted hbcu funding,Donald Trump,0.0,2024-09-24T12:00:00Z
ittrump appears rule running president loses ha said doe think run president loses year u election,Donald Trump,-0.3182,2024-09-23T06:50:00Z
victor davis hanson warns two thing stop assassination attempt hoover institution senior fellow victor davis hanson warned podcast bidenharris administration secret service prevent assassination attempt former president,Donald Trump,-0.7579,2024-09-20T00:00:00Z
dark rhetoric playing roulette real human financial time column financial time columnist edward luce belief former president sen jd vance roh making explicit ethnonationalism center campaign sure losing betin latest column luce outline,Donald Trump,0.2023,2024-09-18T13:59:27Z
want second debate letter editor sept ny post reader discus vice president desire second presidential debate cnn,Donald Trump,0.0772,2024-09-24T20:58:17Z
teamster president obrien tacitly endorses hundred thousand member defy obrien support leadership millionmember teamster union official ha endorsement teamster president sean obrien ha tacitly endorsed presidentby attending speaking teamster convention ensuring union execut,Donald Trump,0.6249,2024-09-20T05:50:56Z
brave steve scalise combat wokeness amid looming govt shutdown government shutdown looming less two week presidential election november gop louisiana rep steve scalise springing action going check note wokeness sound right since house republican,Donald Trump,0.128,2024-09-19T15:48:58Z
jury clear train driver federal jury texas monday cleared group supporter found one driver liable civil trial socalled train surrounded bidenharris campaign bus day election twoweek trial federal,Donald Trump,0.3818,2024-09-23T22:26:00Z
slam harrisbiden admin mishandling second assassination attempt slap wrist former president claimed monday harrisbiden administration mishandling downplaying second assassination attempt life,Donald Trump,-0.7096,2024-09-23T20:24:13Z
fbi say may never know motivation wouldbe assassin wa bidenharris supporter donated democrat time west palm beach fl investigation second assassination attempt former president continued federal bureau investigation said may never know motivation wouldbe assassin wa bidenharris supporter,Donald Trump,0.0165,2024-09-17T20:50:15Z
outstanding enthusiastic praise mark robinson recirculates candidate black nazi brag revealed mark robinson therepublican nominee governor north carolina wa exposed thursday afternoon extensive comment history pornography forum called nude africa called black nazi attacked martin luther king jr repeatedly,Donald Trump,0.8957,2024-09-19T21:10:48Z
jury reject voter intimidation claim train driver bidenharris bus encounter federal jury texas monday rejected voter intimidation allegation one group former president supporter whosurrounded bidenharris campaign bus,Donald Trump,-0.6705,2024-09-24T11:26:52Z
classic overkill analyst link sinister sale pitch past life ha applied tactic learned lifelong salesman politics darker ominous tone probably used close deal analyst wrote cnn tuesdaymost politician offer voter optimistic vision,Donald Trump,-0.5994,2024-09-24T17:54:41Z
newsletter deep state staged new assassination attempt roils internet wpseparator internet culture chaoticbut well break one daily email sign daily dot webcrawlr newsletterhere youll get best worst internet straight inbox hello fell,Donald Trump,-0.5994,2024-09-17T15:30:00Z
abc fact check blow infamously abc david muir trumpharris debate fact checked assertion crime rate increased harrisbiden administration arrogantly sniffing decreasing wa,Donald Trump,0.0,2024-09-22T04:00:00Z
seth meyers vance reel amid mark robinson scandal refuse debate seth take closer look jd vance refusing condemn republican candidate governor north carolina mark robinson disturbing comment surfaced,Donald Trump,-0.6249,2024-09-24T01:31:19Z
new ad emphasizes tie mark robinson come bombshell report said north carolina republican published series racist lewd comment porn forum year ago,Donald Trump,0.0,2024-09-20T18:20:21Z
latest campaign new york speak hispanic leadership conference taking message wednesday somewhat unlikely place suburban new york,Donald Trump,0.0,2024-09-18T12:54:17Z
john frankman helping correct dod vaccine mandate guest post john frankman campaign rally last month made significant promise elected president would restore service member kicked military covid vaccine mandate backpay apology though mov,Donald Trump,0.296,2024-09-17T19:45:48Z
texas jury clear train driver civil trial bidenharris bus encounter federal jury texas ha cleared group former president supporter found one person liable civil trial socalled train surrounded bidenharris campaign bus,Donald Trump,0.3818,2024-09-23T21:10:20Z
attend al smith charity dinner skipping campaign battleground state ha confirmed hell sole featured speaker year al smith charity dinner new york,Donald Trump,0.0258,2024-09-23T18:38:49Z
group blatantly lie trumpvance school shooting september kamalahqs facebook account posted statement jd vance calling school shooting fact lifedonald jd vance think school shooting fact lifersquo,Donald Trump,0.0,2024-09-17T04:00:00Z
ally continue calling threat democracy ally continue calling threat democracy authored philip wegmann via realclearpoliticscom two assassination attempt former president clarified democratic position whether republican represent,Donald Trump,-0.5267,2024-09-20T21:45:40Z
election latest resume campaigning apparent assassination attempt presidential campaign moving forward another apparent attempt life,Donald Trump,-0.5994,2024-09-17T14:22:33Z
call republican hypocrite powerful speech abortion health care crisis architect crisis democratic presidential nominee said friday rally,Donald Trump,0.4215,2024-09-20T23:18:03Z
transformed race build momentum latest polling six week election day poll find point lead former president among,Donald Trump,0.0,2024-09-23T12:03:05Z
lead point among young voter new polling vp leading percent new polling harvard institute politics director polling john,Donald Trump,0.0,2024-09-24T12:50:07Z
train driver cleared civil trial bidenharris bus encounter federal jury texas rejected voter intimidation allegation one group supporter,Donald Trump,0.1027,2024-09-24T10:51:33Z
hawk commemorative coin latest hunt cash coin latest merchandise launch republican raised third amount brought august ha launched range commemorative coin join sneaker bible playing card nfts strip,Donald Trump,0.0,2024-09-22T14:33:11Z
dominating sunbelt state key win nyt poll dominating sunbelt state key win nyt poll riding wave momentum across sun belt according new poll show former president ahead key battleground state like arizona georgia north carolus,Donald Trump,0.3818,2024-09-24T22:01:08Z
georgia election denier plot revealed newly unearthed email republican georgia helped former president push lie election stolen planning according newly unearthed emailsthe guardian report email reveal behindthescenes network,Donald Trump,-0.3612,2024-09-18T15:38:42Z
say bidenharris rhetoric causing assassination attempt dems say stoking violence accuses democrat inciting violence citing recent assassination attempt evidence democrat counter highlighting inflammatory rhetoric side use selective statement support claim security conce,Donald Trump,-0.8402,2024-09-17T15:23:37Z
truth social stock crash reveals scammy new crypto venture truth social stock crash reveals scammy new crypto venture futurism social medium stock explodes higher say selling cnn medium share sink two day merger lockup period end cnbc,Donald Trump,-0.1027,2024-09-18T19:38:14Z
concedes biden nice trumpian way republican nominee told town hall president vice president call apparent assassination attempt golf course,Donald Trump,0.4215,2024-09-18T10:57:09Z
right left get wrong comparing speech violence sunday wa another apparent attempt life former president though suspect wa never close enough rifle range motive unclear said fox news man believed rhetoric,Donald Trump,-0.802,2024-09-18T11:04:37Z
progressive hope border shift temporary dozen immigration progressive group believe vice president recent hawkish immigration policy pledge harmful part maga antiimmigrant agenda many backing anyway matter democrat temporarily uniting,Donald Trump,0.4404,2024-09-18T08:34:33Z
jury clear defendant train case jury clear defendant train case federal jury texas sept rejected voter intimidation allegation nearly president supporter surrounded bidenharris campaign bus highway day,Donald Trump,0.3818,2024-09-24T17:28:48Z
jd vances performance ha audience one say former debate opponent vances former democratic opponent tim ryan say ohio senator likely aggressively attack harriswalz debate tuesday night appeal republican presidential nominee,Donald Trump,0.34,2024-10-01T18:04:27Z
scab campaign fume wild antiovertime rant former president openly admitted hated pay worker overtime organization would even replace spoke,Donald Trump,-0.5574,2024-09-30T00:01:59Z
evangelicals get behind eliza griswold evangelicals group fighting stop relection challenge troubling strain american christianity,Donald Trump,0.0,2024-09-28T10:00:00Z
could raise tax without asking congress congress stop signature policy proposal third campaign presidency tariff tax percent imposed import china percent import country doe want tax hike would raise,Donald Trump,-0.296,2024-09-27T21:01:23Z
campaign magnificent trolling al game nothing warms liberal blogger heart like kind attack really rattle unfit candidate felon ha two biggies store one seat game likely notice plane flying ove,Donald Trump,0.5994,2024-09-29T15:04:27Z
campaign challenge debate rematch campaign rolling new ad saturday night alabamageorgia football game former president attending calling commit second debate nikole killion report tuscaloosa,Donald Trump,0.0772,2024-09-29T01:42:00Z
helenes destruction upends campaign former president visited helene storm zone georgia president biden planning trip north carolina wednesday saying may ask congress return pas aid bill scott macfarlane ha detail federal response,Donald Trump,-0.5719,2024-09-30T23:44:00Z
fox news host demand biden declare war iran proving shes need civics class fox julie banderas beat war drum iran recently revealed death threat made iran payback killing qasem soleimani back story sparked nonsense,Donald Trump,-0.6597,2024-09-28T11:24:03Z
poll ohio senate race tight even trail u senate race ohio republican challenger bernie moreno incumbent democrat sherrod brown close call although lead read post poll ohio senate race tight even trail appeared first th,Donald Trump,0.0,2024-09-25T22:13:20Z
head pittsburgh make manufacturing pitch voter vice president trying win undecided voter key swing state like pennsylvania former president also talked manufacturing policy tuesday georgia,Donald Trump,0.0,2024-09-25T10:00:00Z
head pittsburgh make manufacturing pitch voter vice president trying win undecided voter key swing state like pennsylvania former president also talked manufacturing policy week georgia,Donald Trump,0.0,2024-09-25T10:00:00Z
vance walz represent battle define masculinity jd vance tell men theyre losing game thats rigged harriswalz campaign encourages men strive better,Donald Trump,-0.3818,2024-09-30T10:00:41Z
tommy tuberville call drop today whatever alabama maga senator tommy tubervile seems getting desperate reason wednesday gave clear picture economic agenda battleground state pennsylvania contrasting former president told,Donald Trump,-0.2732,2024-09-26T16:39:00Z
leftist want arrested helping american pay grocery became expensive bidenharris admin former president helping american pay grocery became expensive bidenharris administration ha triggered leftist diagnosed derangement syndrome tds called arrest breitbart news rec,Donald Trump,-0.25,2024-09-29T06:00:00Z
mtg freak republican dont deserve reelected representative marjorie taylor greene angry house speaker mike johnson said doesnt think republican deserve keep majority house house passed threemonth stopgap bill wednesday prevent government shutdown,Donald Trump,-0.4404,2024-09-26T20:41:54Z
sound like jd vances vp debate prep going well expected jd vance keep claiming hasnt done muchif anythingto prepare tuesday night vice presidential debate interview cnbc tuesday majority whip tom emmer ha standing minnesota governor tim walz vances pra,Donald Trump,0.5574,2024-10-01T19:00:34Z
people arent buying climate change scam anymore morning joe little compare contrast candidate reaction climate change devastation hurricane helene stand community long take make sure able recover,Donald Trump,-0.5719,2024-09-30T11:31:02Z
gaining ground woman voter poll show one pollster find ha improved among woman voter past monthbut still ahead,Donald Trump,0.4215,2024-09-25T00:14:21Z
chance winning arizona new poll show lead percentage point arizona recent poll show neckandneck race,Donald Trump,0.6597,2024-10-01T03:36:18Z
suffers blow among hispanic two swing state polling shared newsweek show hispanic support two key swing state ha declined backing ha grown,Donald Trump,-0.4767,2024-09-27T13:24:25Z
face threat popular swing state college town tight election university vote could crucial swinging one expert told newsweek,Donald Trump,-0.1531,2024-09-25T10:49:53Z
cbs say backed interview scott pelley special minute edition october show go forward interview brian steltercnn brian stelter cnn cbs say backed interview scott pelley special minute edition october show go forward interview new york cnn former president ha backed intervie,Donald Trump,0.4215,2024-10-01T23:00:51Z
meet zelenskyy pledge support said would meet ukrainian president volodymyr zelenskyy friday criticized u campaign trail expressed doubt ukraine ability win war russia republican candidate nov president,Donald Trump,0.4019,2024-09-27T00:13:59Z
fox news host try cant defend slip lunacy fox news host howard kurtz said couldnt defend republican presidential nominee democratic strategist tim hogan pointed former president often slip lunacy panel discussion fox news medium buzz progr,Donald Trump,0.0,2024-09-30T11:30:05Z
complains hurricane helene hurt lot voter stunning rant kellyanne conway early voting kellyanne conway pushed former president hard debate vice president even acknowledging face post complains hurricane helene hurt lot voter stunning rant kellyanne conway e,Donald Trump,-0.7003,2024-10-01T19:06:58Z
wtf weirdo mocked blaming fly rally immigrant rally wisconsin wa youd expect veered topic speech including beautiful beach body wa better president joe bidens doubtful concern voter zeroed small fly,Donald Trump,-0.9022,2024-09-29T12:39:11Z
scab campaign fume wild antiovertime rant matt youngthe daily beast matt young daily beast scab campaign fume wild antiovertime rant wouldnt pay former president admitted shouldnt say rally pennsylvaniajust minute campaign highl,Donald Trump,-0.5574,2024-09-30T04:25:05Z
romney resisting pressure endorse washington post washington post romney resisting pressure endorse people know stand thats enough romney told post would still welcome endorsement election day nears parade antitrump,Donald Trump,0.0258,2024-09-27T13:30:01Z
jr tout perhaps greatest endorsement father campaign jr claimed sunday iran colluding bidenharris administration try give information political enemy,Donald Trump,0.7184,2024-09-29T19:54:42Z
obama biden achievement claim glenn kesslerwashington post glenn kessler washington post obama biden achievement claim claim credit law capping insulin month wa approved bidenharris administration weve documented many time false cla,Donald Trump,0.0,2024-09-25T14:35:03Z
think win economy many month ha undisputed durable fact race former president held strong political advantage pressing issue voter economy new york time reportsbut less six,Donald Trump,0.5859,2024-09-26T22:02:09Z
spreading lie bidenharris hurricane response hurricane helene made landfall florida panhandle last week florida wellversed hurricane preparedness panhandle floridian got several day warning evacuate meteorologist seemed know expect came florida prob,Donald Trump,0.0,2024-10-01T11:20:39Z
accuses biden withholding aid storm victim sv datehuffpost sv date huffpost accuses biden withholding aid storm victim coupattempting criminal former president also accused biden left american drown south loading washington,Donald Trump,-0.5423,2024-10-01T01:00:07Z
report bidenharris admin stonewalling congress investigation first assassination attempt bidenharris administration refusing forfeit information relevant first assassination attempt former president newly released bipartisan senate report alleges published wednesday senate homeland security,Donald Trump,-0.5994,2024-09-25T19:58:08Z
extinguish good bidenharris cabinet secretary want make sure go away ten day second assassin attempted permanently remove former president presidential race united state secretary commerce gina raimondo put call extinguish good get let extingui,Donald Trump,0.6705,2024-09-25T21:36:26Z
plan texas oil country donor blitz shrink money gap planning fresh fundraising swing texas,Donald Trump,0.0,2024-09-25T08:18:32Z
top republican disavow mentally disabled attack edward helmorethe guardian edward helmore guardian top republican disavow mentally disabled attack lindsey graham push back expresidents remark minnesota emmer say stick issue senior republican distanced,Donald Trump,-0.3182,2024-09-30T00:15:01Z
three phase normalizing attack wisconsin margaret sullivanamerican crisis margaret sullivan american crisis three phase normalizing attack wisconsin use neutral language merely read deeply offensive rally weekend prairie du chien wisconsin probabl,Donald Trump,-0.802,2024-09-30T15:10:00Z
vances predebate prep platforming christian nationalist called witch josh fiallothe daily beast josh fiallo daily beast vances predebate prep platforming christian nationalist called witch less angry rush limbaugh veep hopeful hold town hall notorious televangelist said last year opponent,Donald Trump,-0.3612,2024-09-27T18:20:05Z
bidens record speaks jennifer rubinwashington post jennifer rubin washington post bidens record speaks crime economy immigration republican little complain campaign former president ha largely reduced empty attack,Donald Trump,0.0,2024-09-26T18:00:24Z
call assault weapon ban delivering campaign billed manufacturing policy speech savannah georgia tuesday appeared call assault weapon banstanding front backdrop read made america expresident spoke small crowd,Donald Trump,-0.8625,2024-09-25T10:00:45Z
opinion rudy giuliani ruling show must insurrectionproof court brendan mcdermidreutersfile photo district columbia court recently disbarred disgraced lawyer rudy giuliani making repeated false statement effort overturn election court followed decision july,Donald Trump,0.0,2024-09-30T09:06:48Z
gop pollster say purge rhetoric isnt effective undecided voter sunday put forth policy many observer suggested mirrored plot movie purge republican pollster frank luntz say type rhetoric isnt effective type voter trying win overcnns kaitlan,Donald Trump,-0.2235,2024-09-30T01:39:24Z
cnn data analyst sound alarm campaign low support union household know ha going vote strong positionmore perhaps bloc post cnn data analyst sound alarm campaign low support union household first appear,Donald Trump,-0.2023,2024-10-01T19:00:49Z
president forced downgrade wisconsin rally venue bidenharris regime guard iranian president looking kill president announced wisconsin rally downsized federal resource diverted protect iranian president masoud pezeshkian ha linked threat post president forced downgra,Donald Trump,-0.8271,2024-09-29T13:45:59Z
slip lunacy fox news host try admits cant defend fox news host howard kurtz said couldnt defend republican presidential nominee democratic strategist tim hogan pointed former president often slip lunacy panel discussion fox news medium buzz progra,Donald Trump,0.296,2024-09-29T16:04:44Z
ha procryptocurrency platform chase crypto vote crypto company burning lot cash year presidential election industry see former president crypto convert,Donald Trump,0.34,2024-09-25T07:52:06Z
iranian hacker pretended ginni thomas targeted campaign report iranian hacker tried infiltrate former president campaign pretended supreme court justice clarence thomas wife ginni according new report three hacker link iranian government impersonated conservative act,Donald Trump,0.0,2024-09-27T23:10:53Z
stop bluecollar worker defecting shes touting biden administration strong record labor might enough win voter see democrat uncaring lites eyal press report,Donald Trump,-0.6124,2024-09-30T10:00:00Z
get unprecedented level security assassination attempt former president speaks rally bulletproof glass around,Donald Trump,-0.3612,2024-09-25T21:05:55Z
alleged campaign dossier jd vance may actually telling u alleged campaign dossier jd vance reportedly obtained iranian hacker sent several medium outlet refused publish ha publishedassuming document genuine shed light jd vance,Donald Trump,0.0,2024-09-27T17:33:40Z
walk away muttering take look asked prove aid denial helene victim day hurricane helene pummeled southeastern united state flew valdosta georgia campaign trip people dead first responder across country traveled help area hardest hit f,Donald Trump,-0.2732,2024-10-01T09:58:16Z
watch live delivers campaign remark arizona visit border scheduled appear douglas arizona former president fellow republican pound relentlessly biden administration record migration,Donald Trump,0.0,2024-09-27T16:21:15Z
neckandneck every swing state new polling new polling bloomberg newsmorning consult show vp neckandneck every swing state morning joe panel discusses,Donald Trump,0.0,2024-09-27T10:57:44Z
ha procryptocurrency platform chase crypto vote ha procryptocurrency platform chase crypto votecrypto company burning lot cash year presidential election industry see former president crypto convert,Donald Trump,0.34,2024-09-25T08:11:02Z
ukraine president zelenskiy snubbed meet biden former u president lashed ukrainian president volodymyr zelenskiy criticizing refusing,Donald Trump,-0.4588,2024-09-26T07:06:16Z
lawrence lie hurricane relief pick important endorsement disaster relief used nonpartisan issue one ever lied say msnbcs lawrence,Donald Trump,0.7351,2024-10-01T05:21:22Z
set respond immigration visit small wisconsin town former president set make campaign stop small western wisconsin town venezuelan national allegedly attacked woman,Donald Trump,0.0,2024-09-28T04:22:26Z
