article,candidate,score,publishedAt
florida begin milton recovery obama stump morning rundown hurricane milton florida barrier island colorado tourist mine fisherprice infant swing recall barack obama vladimir putin apprentice movie,Donald Trump,0.0,2024-10-11T11:06:52Z
shouldnt embrace tariff entering home stretch presidential race former president doubling pledge institute big new tariff voter,Donald Trump,-0.2411,2024-10-11T11:17:38Z
release medical record look pressure campaign view release opportunity turn conversation towards physical health mental acuity opponent former president,Donald Trump,-0.296,2024-10-12T09:01:16Z
strategy win female voter call dumb pdonald ha great respect woman earlier week referred six female host abc view dumb woman degeneratesp,Donald Trump,0.128,2024-10-11T11:16:03Z
biden updated hurricane milton misinformation spread president biden slamming effort spread misinformation federal recovery effort hurricane helene hurricane milton cbs news caitlin hueyburns ha former president latest campaign stop detroit discussed,Donald Trump,-0.3182,2024-10-10T20:28:09Z
sen warnock reminds medium central park five georgia senator raphael warnock reassured democrat black men would vote significance hit voting booth toxic masculinity white nationalism bring misogynistic male persuasion lead,Donald Trump,0.0,2024-10-15T13:51:58Z
bidenharris admins medicare shock senior finally beat medicare president joe biden claimed calamitous june debate former president white house later clarified read post bidenharris admins medicare shock senior appeared first,Donald Trump,-0.3818,2024-10-14T13:01:00Z
let make military great video slam wokeness bidenharris former president campaign played video rally week pennsylvania slammed wokeness united state military bidenharris administration called making military great post let make,Donald Trump,0.3612,2024-10-11T18:51:50Z
sol may pump x yearend win standard chartered standard chartered expects solana price skyrocket five time win next month anticipating administration friendly solana ecosystem compared government,Donald Trump,0.5859,2024-10-09T07:06:06Z
called retarded railed jew supporting report sebastian murdockhuffpost sebastian murdock huffpost called retarded railed jew supporting report said used slur tower dinner also suggested donor need provide help campaign,Donald Trump,-0.2023,2024-10-12T21:45:04Z
would embolden putin evil ambition outcome fall presidential election profoundly impact wellbeing daily freedom american people election consequence enormous country share value interest around worldstartin,Donald Trump,-0.6597,2024-10-10T16:03:20Z
wrest alaska away bloomberg state ha also become unlikely talking point democratic fundraiser strategist small tantalizing presidential election prize poll last month showed trailing former president percen,Donald Trump,0.0,2024-10-10T12:35:01Z
scared hiding journalist exobama adviser episode pod save america jon favreau jen psaki criticized medium strategy continues medium blitz,Donald Trump,-0.6249,2024-10-10T14:37:54Z
border patrol union unanimously endorses allow border czar win election every city every community great country going go hell post border patrol union unanimously endorses first appeared legal insurrection,Donald Trump,0.34,2024-10-14T16:00:23Z
ha incredible momentum campaign begin spectacularly implode witnessing surge poll ultimately decide election time hillary clinton enormous lead last several week campaign poll dramatically tightened,Donald Trump,0.34,2024-10-13T23:34:04Z
radical bernie sandersfounded group rally million defeat key state u general election week away nation largest progressive organizing group launching massive voter outreach campaign swing state block former president return power also pushing potential harriswa,Donald Trump,-0.4588,2024-10-09T01:43:02Z
take divergent path tied race washington post washington post take divergent path tied race say winning say could lose poll show dead heat aspiring member potential second administration gathered thursday washington,Donald Trump,0.0,2024-10-12T11:45:01Z
hear vance hammer abc raddatz criticizing aurora co venezuelan gang problem sunday broadcast abc week sen jd vance roh republican vicepresidential nominee responded host martha raddatzs criticism former president attack bidenharris immigration policy attributing,Donald Trump,-0.6369,2024-10-13T18:25:25Z
big mad fox news interviewing charisma madarangrolling stone charisma madarang rolling stone big mad fox news interviewing network announced vice president would sit interview raged social medium republican presidential nominee inc,Donald Trump,-0.4939,2024-10-15T02:20:05Z
pressure release medical record turn ha previously said ha aced cognitive test one occasion feel sharper year ago,Donald Trump,-0.296,2024-10-12T16:16:37Z
pledge form bipartisan council adviser new york time bipartisan council proposal latest effort campaign court republican voter disaffected former president also dovetail vice president attempt counter image california l,Donald Trump,0.0,2024-10-12T02:08:21Z
v analyst tell panicky dems gop creating fake poll desperate unhinged trumpian kevin manahannew jersey online kevin manahan new jersey online v analyst tell panicky dems gop creating fake poll desperate unhinged trumpian poll seem indicate former president ha momentum swing state day remai,Donald Trump,-0.6908,2024-10-12T17:00:06Z
battle swing state tied ha edge top issue wsj poll show aaron zitnerwall street journal aaron zitner wall street journal battle swing state tied ha edge top issue wsj poll show voter prefer republican economy border security still ha path electoral college win washingtonvoters th,Donald Trump,0.1531,2024-10-11T11:05:03Z
evangelicals campaign threatened legal action use billy graham image evangelicals campaign ha threatened legal action using footage late evangelist billy graham advert attacking republican presidential nominee,Donald Trump,-0.3612,2024-10-10T10:48:42Z
economist say inflation deficit higher wall street journal wall street journal economist say inflation deficit higher wsj survey economist see plan inflationary larger margin july president biden wa ticket washingtonmost,Donald Trump,-0.4019,2024-10-14T16:40:01Z
nearly economist surveyed wall street journal deem worse inflation wall street journal published survey monday reported came inflation wa one definitive candidate whose economic policy plan would make worse former president fifty economist responded survey whi,Donald Trump,-0.4767,2024-10-14T18:30:38Z
disgusting taoiseach condemns former adviser call israel drop napalm irish peacekeeper lebanon taoiseach simon ha described despicable call former adviser israel drop burning chemical napalm irish peacekeeper lebanon,Donald Trump,-0.7351,2024-10-09T14:05:00Z
giant vote sign spark unifying frenzy upstate new york democratic owner tell glenn beck man responsible foot vote sign tower city upstate new york appeared glenn beck program wednesday explain host glenn beck sign victory american matter political p,Donald Trump,-0.1027,2024-10-09T21:46:18Z
address womens issue georgia town hall hosted fox news former president take part town hall hosted fox news anchor faulkner focused policy issue crucial female voter week ahead election scheduled air october faulkner focus event promise,Donald Trump,0.0,2024-10-11T16:07:28Z
fox news channel faulkner present town hall womens issue featuring former president october th lindsey burstinerfox news lindsey burstiner fox news fox news channel faulkner present town hall womens issue featuring former president october th onehour town hall feature allfemale audience cumming georgia air faulkner,Donald Trump,0.0,2024-10-11T20:35:00Z
dont even start gop strategist shut cnn obamas diaperthemed jab republican strategist tried raise ruckus former president barack obamas diaperthemed jab former president found shut instead political analyst scott jennings attempted disparage obamas suggestion tru,Donald Trump,0.0,2024-10-11T13:32:14Z
extremist movement expert dismiss reported support among key voting bloc former president reported success key voting bloc ha political expert raising skeptical eyebrow according new report narrative ha garnering surging support among black men doesnt hold clo,Donald Trump,0.4019,2024-10-12T12:33:09Z
never see october renowned lawyer professor alan dershowitz posted video show dershow titled winning losingin argued poll beginning trend favor,Donald Trump,0.0,2024-10-15T04:00:00Z
desantis rip butting milton response role process ive dealing storm florida president biden neither ever politicized desantis told cnbcs squawk box,Donald Trump,0.0,2024-10-10T16:40:52Z
gaining momentum black voter new poll say republican gaining steam black voter vice president falling behind key group wa polling democrat four year ago new survey show,Donald Trump,0.4215,2024-10-12T17:29:14Z
leaked gop factsheet show party debunking fema claim fox news obtained fact sheet assembled majority side house appropriation committee debunked several false claim made supporter senior congressional correspondent chad pergram reported tuesday continues,Donald Trump,0.1027,2024-10-09T17:48:13Z
ups rhetoric armed man arrested outside coachella rally call exprez increasingly unstable unhinged increasingly unstable unhinged vice president told supporter erie pa rally,Donald Trump,-0.6808,2024-10-15T02:50:38Z
excbs news reporter say precedent releasing full interview transcript came two version answer question israel went viral social medium prompting accusation wa deceptively edited cbs,Donald Trump,0.0,2024-10-09T23:45:35Z
oddly inaccurate exgop lawmaker get brutal factcheck fellow cnn panelist cnn panelist sparred tuesday night discussion legendary investigative journalist bob woodward new book revealed seven phone call former president russian president vladimir putin maga leader le,Donald Trump,-0.6249,2024-10-09T03:10:04Z
lawrence odonnell campaigning obama could resist making fun msnbcs lawrence odonnell show masterfully president barack obama ridiculed first speech president campaign,Donald Trump,0.5106,2024-10-11T18:18:51Z
longtime democrat donor bill ackman sound alarm list bidenharris democrat policy destroy america within renowned hedge fund manager longtime democrat donor bill ackman broke silence unexpected decision endorse election post longtime democrat donor bill ackman sound alarm list bidenharris democra,Donald Trump,-0.7096,2024-10-13T18:00:40Z
called retarded railed jew supporting report said used slur tower dinner also suggested donor need provide help campaign,Donald Trump,-0.2023,2024-10-12T16:57:19Z
campaign influence operation say former state dept official expert agree prominent former u state department official worked fight russian disinformation ha labeled presidential campaign influence operation several expert echoing assessmentrichard stengel nbc newsmsnbc analyst spent,Donald Trump,0.3612,2024-10-11T15:19:22Z
release health record refuse vice president kamalaharris released healthrecords per tradition presidential candidate former president,Donald Trump,-0.296,2024-10-12T23:39:14Z
billionaire buying presidency evil man source fascination ordinary person wonder impels extreme conduct lust wealth common motive undoubtedly craving power revenge society let u grant well wealth ha gained,Donald Trump,0.0,2024-10-09T09:47:32Z
extraordinary campaign make unprecedented request threat life campaign asked military aircraft vehicle transport former president final week presidential racecampaign manager susie wile sent email past two week secret service acting director ronald l row,Donald Trump,-0.5267,2024-10-11T18:01:02Z
ha ridiculous freakout dangerous detail medical report scaremongered vice president suffers deeply serious condition clearly impact functioning,Donald Trump,-0.7184,2024-10-15T10:36:40Z
electoral college map projector flip three swing state favorite win november presidential election according latest data published canada study released election analysis website monday gave percent chance winning compared percent,Donald Trump,0.0,2024-10-15T11:03:17Z
lie egregious gop closing campaign message given scathing rebuke bulwark ab stoddard delivered scathing rebuke closing message republican chosen presidential campaign sum latest column well lie youshe single recent falsehood former presiden,Donald Trump,0.0,2024-10-09T16:27:04Z
rebrands mass deportation plan bash immigration policy former president branded mass deportation plan city promised program would begin aurora colorado rally friday appearing first time one two city said mass deportation undoc,Donald Trump,0.0,2024-10-11T22:08:46Z
neither friend free speech last week vice presidential debate democratic candidate minnesota gov tim walz asked republican opponent sen jd vance rohio whether lost bid reelection vance want choose contr,Donald Trump,-0.652,2024-10-09T04:21:22Z
video empathy man vp late show part democratic nominee president united state return seventh visit late show sits fourpart interview stephen colbert watch stephen discus devastation hurricane helene crude cynicism,Donald Trump,0.0,2024-10-09T21:37:03Z
man talk eugene robinson reacts obama trashing rally former president barack obama campaigned vp first time thursday night pittsburgh criticized relentlessly mocked morning joe panel discusses obamas appearance,Donald Trump,0.0,2024-10-11T10:54:04Z
stock performed biden v stock performed biden v marketwatch truth election result stock market performance morningstar average stock market return democratic republican president white house,Donald Trump,0.0,2024-10-12T13:11:58Z
end roe collide closely divided battle white woman erie pa dr theresa wheeling always registered republican voted third party large part felt would hypocritical vote kid chosen job related v,Donald Trump,-0.4404,2024-10-14T10:21:17Z
detroit say u end like detroit sought court business leader worker swingstate michigan economic club detroit thursday detroit spoke known motor city auto manufacturing heavy region industry worker pi,Donald Trump,0.3612,2024-10-11T00:22:50Z
would presidency mean tech industry u presidential election drawing nearer nearer world wait see democrat prevail bated breath former president reclaims seat oval office set one landmark election,Donald Trump,0.0,2024-10-11T16:49:15Z
put transparency lack thereof spotlight couple month since promised release medical record public vow former president ha kept problematic variety reason new york time recently reported example,Donald Trump,-0.3182,2024-10-14T17:38:54Z
key area way ahead say cnn data guru may bouncing back poll race day left u election according latest stats cnn poll forecaster harry enten ton bad news democrat camp coming day starting,Donald Trump,0.0,2024-10-14T17:21:56Z
tout election betting market number surge past become bookmaker favorite tout election betting market number surge past become bookmaker favorite forbes odds winning election got better usa today win presidential election updated betting od,Donald Trump,0.4215,2024-10-12T21:10:13Z
heartbreaking image florida meme us ai alligator goofy riff conservative duped fake helene photo ai image meme flooding internet hurricane milton hit mocking viral moment hurricane helene prominent bundler got duped ai picture cant believe image seeing coming florida today,Donald Trump,-0.836,2024-10-10T21:19:09Z
full nuremberg internet recoil stephen miller whip hate maga rally former president held rally friday aurora colorado migrant crime pushing viral internet hoax venezuelan gang tren de aragua taken apartment project city charging rent tenant,Donald Trump,-0.5719,2024-10-11T20:40:22Z
colbert im obviously joe biden im vice president sought distance president biden former president late tuesday asked whether potential administration would represent change appearance late show stephen colbert colbert sai,Donald Trump,0.0,2024-10-12T00:15:22Z
ha incredible momentum campaign begin spectacularly implode witnessing surge poll ultimately decide election time hillary clinton enormous lead last several week campaign poll dramatically tightened,Donald Trump,0.34,2024-10-14T13:35:02Z
chance winning landslide according odds poll month remaining election poll seven battleground state show race within margin error leaving door open either candidate potentially sweep key swing state maintains slim national lead,Donald Trump,0.6597,2024-10-13T16:53:55Z
reject fox news invite debate late october statement fox said second debate would present opportunity candidate make closing argument,Donald Trump,-0.2732,2024-10-10T04:28:42Z
warnock wont significant number black men voting senator raphael warnock dga said sunday cnns state union black men going vote significant number dana bash said new york time poll released weekend show vice president among,Donald Trump,-0.2057,2024-10-13T14:23:57Z
opinion people interviewing barack obama submitted interview three youtube star one wa notable eating cereal bathtub wa moment opened window medium landscape future mainstream medium known w,Donald Trump,0.0,2024-10-13T00:26:19Z
participate allfemale fox news town hall issue impacting woman former president participate allfemale fox news town hall georgia specifically covering issue impacting woman airing october mere week ahead election fox news made announcement friday noting,Donald Trump,0.0,2024-10-11T19:30:24Z
fight pennsylvania county known picking president erie pennsylvania reuters command center republican presidential candidate campaign one hotly contested county important election battleground state pennsylvania sits small room stripmall,Donald Trump,-0.3818,2024-10-09T10:16:00Z
take direct swipe border record yet unveils plan use law dismantle migrant gang speaking crowd thousand maga faithful aurora colorado announced brand new illegal migrant operation named town operation aurora target notorious transnational venezuelan criminal gang tren de aragua,Donald Trump,0.0,2024-10-12T12:52:11Z
commit mistake medium blitz like ha gone medium blitz week waited month president biden dropped race conduct first significant interview,Donald Trump,0.3182,2024-10-10T13:49:02Z
nbcs kornacki gender gap favor new poll men woman nbc election analyst steve kornacki look result new round poll nbc news surprisingly gender gap among registered voter polled favor sunday morning meet press poll ste,Donald Trump,0.4019,2024-10-13T13:25:13Z
election tilt toward suspicion grow poll may masking true size lead string poll legacy outfit ha pointed shift toward former president major battleground state vice president maintains national lead analyst see critical disconnect state nat,Donald Trump,0.0516,2024-10-11T13:05:33Z
catalyst losing total confidence billionaire investor donor bill ackman tear bidenharris dems billionaire investor bill ackman ripped bidenharris administration friday posting x formerly known twitter catalyst losing total confidence democratic party ackman formally endorsed republican presidential nominee,Donald Trump,0.1779,2024-10-13T14:51:20Z
stark divide voting right npr bias future voting right u fall ballot two major party candidate president offering two starkly different path vice president democratic nominee calling strengthening legal protection raci,Donald Trump,-0.1027,2024-10-14T20:15:31Z
call father ivf allwomen town hall fox news former president sat fox news faulkner tuesday night front allfemale audience cummings georgia,Donald Trump,0.0,2024-10-16T19:39:07Z
promise ban transgender people participating sport reelected former president promised singlehandedly ban transgender athlete participating high school college professional sport reelected fox news town hall faulkner georgia tuesday aired,Donald Trump,-0.3182,2024-10-16T22:20:05Z
gain momentum election handle political disagreement new npr data show former president edging vice president race white house full list tip handle political disagreement destress,Donald Trump,0.2263,2024-10-16T12:06:49Z
breitbart business digest wall street side main street side tariff popular commanding majority american votersand extremely unpopular among wall street economist post breitbart business digest wall street side main street side appeared first breitbart,Donald Trump,0.0,2024-10-16T00:13:36Z
chance winning election highest since julyoddsmaker come poll shown gap narrowing,Donald Trump,0.6597,2024-10-16T14:41:28Z
brain gone rambling answer fox town hall startle critic former president wednesday town hall appearance fox news rambled incoherently asked would lower price baconafter fox news faulkner asked price meat called th,Donald Trump,-0.5267,2024-10-16T17:44:20Z
fox news brings spox ian sam back air less hour raged appearance campaign spokesman ian sam joined dana perino interview shortly raged samss appearance fox news post fox news brings spox ian sam back air less hour raged appearance fi,Donald Trump,-0.4062,2024-10-16T15:03:45Z
call father ivf double enemy within remark town hall abc news abc news call father ivf double enemy within remark town hall also doubled enemy within comment republican presidential nominee former president speaks break fo,Donald Trump,-0.5423,2024-10-16T21:45:01Z
pledge keep men womens sport gon na let happen former president pledged wednesday keep transidentifying men womens sport elected november moment came fox news town hall georgia woman voter moderated faulkner host faulkner focus,Donald Trump,0.0,2024-10-16T18:54:09Z
u business leader want stability chaos reid hoffmanbloomberg reid hoffman bloomberg u business leader want stability chaos inflation tamed unemployment low republican candidate policy could reverse achievement former president kind,Donald Trump,-0.5267,2024-10-16T11:05:00Z
u prison offered genderaffirming care wa president campaign ad released former president j battleground state slam vice president supporting taxpayerfunded,Donald Trump,-0.0258,2024-10-16T19:00:03Z
im father ivf speaking front allfemale audience tuesday town hall event georgia declared father ivf former president told fox news moderator faulkner republican really party ivf alcom,Donald Trump,0.0,2024-10-16T19:50:00Z
agrees charlamagne tha god assessment campaign fascism campaign fascism cant say charlamagne askedyes say harries replied,Donald Trump,0.4404,2024-10-16T01:37:10Z
say black latino supporter need head examined echoing frequent barb former president ha directed head examined message democrati voter several different demographic group,Donald Trump,0.2732,2024-10-16T12:50:40Z
win election newsweek reader verdict day left election day voter final say want next president united state candidate appear locked dead heat race toward white house according latest nbc new,Donald Trump,0.6597,2024-10-16T14:18:15Z
border agent reveal league table gang plague america bidenharris administration catching fewer international criminal gang member compared previous year former president newsweek spoke expert intricate detail cbp data give breakdown n,Donald Trump,0.0,2024-10-16T17:21:15Z
dogecoin top victory trade say investment firm ceo leading figure crypto sector highlighted dogecoin potential top beneficiary victory upcoming u election andrew kang founder ceo mechanism capital took x express insight matter one,Donald Trump,0.2023,2024-10-16T20:00:36Z
chuck todd biden cost election country seems evenly divided politics polarized many cultural issue durable majority doe agree one thing dont like biden presidency despite machination resulted president joe bidens,Donald Trump,0.0,2024-10-16T13:41:30Z
mark hamill unhinged booster join force lincoln project sabotage nyc rally democrat trying cancel least spoil president upcoming campaign event madison square garden new york city evidencing desperation final week election hostility toward americ,Donald Trump,-0.296,2024-10-15T18:35:23Z
u election trail behind early voter battleground state voter planned voting early key battleground state majorly siding new poll ha found major red flag democrat would looking consolidating lead early election espe,Donald Trump,-0.4019,2024-10-15T15:44:17Z
promise allwomen town hall recordsetting job bring energy cost woman revealed feel good economy bidenharris allwomen town hall former president walked economy improve leadership post promise allwomen town hall,Donald Trump,0.5267,2024-10-16T19:52:17Z
slam pelosis sick evil doubling enemy within rhetoric former president doubled attack democrat enemy within namechecked speaker emerita nancy pelosi well husband paul pelosi sick evil escalated rhetoric fox news town hall,Donald Trump,-0.93,2024-10-16T14:21:31Z
elon musk ha given million far put back white house npr elon musk ha given million far put back white housenpr elon musk billionaire invest staggering sum electing plus takeaway thirdquarter filingscnn elon musk donates million pr,Donald Trump,0.34,2024-10-16T22:33:19Z
agrees charlamagne tha god assessment campaign fascism new york post agrees charlamagne tha god assessment campaign fascismnew york post embrace weave head foxcnn opinion point conversation insight momentthe new york time charl,Donald Trump,0.4404,2024-10-16T08:52:44Z
election update campaign address plagiarism claim call father ivf usa today election update campaign address plagiarism claim call father ivfusa today call senator fantastically attractive speaking allfemale audiencecnn call father ivf say,Donald Trump,0.0,2024-10-16T21:32:49Z
esper take comment using military american seriously hill esper take comment using military american seriouslythe hill former defense secretary fear would try utilize military u citizenscnn give campaign needsnational review fa,Donald Trump,-0.1779,2024-10-15T18:33:06Z
jimmy kimmel refutes claim appeared show lot rolling stone jimmy kimmel refutes claim appeared show lotrolling stone jimmy kimmel bash bizarre town hallthe new york time kimmel latest attack go low go really lowthe guardian jimmy kimmel launch,Donald Trump,0.0,2024-10-16T13:32:15Z
economic plan would worsen inflation expert say associated press economic plan would worsen inflation expert saythe associated press chart tariff would shock u world economiesthe washington post beautiful tariff foreshadow big policy experimentbloomberg economist hate,Donald Trump,-0.5106,2024-10-16T11:32:56Z
fact check make least false claim onehour fox town hall woman cnn fact check make least false claim onehour fox town hall womencnn faulkner town hall change gamefox news focus womens issue front allwomen audience fox news town hallnpr opinion abortion,Donald Trump,0.0,2024-10-16T19:33:28Z
